"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Priority Numbers,Earliest Priority Date,Title,Abstract,Applicants,Inventors,Owners,URL,Document Type,Has Full Text,Cites Patent Count,Cited by Patent Count,Simple Family Size,Extended Family Size,Sequence Count,CPC Classifications,IPCR Classifications,US Classifications,NPL Citation Count,NPL Resolved Citation Count,NPL Resolved Lens ID(s),NPL Resolved External ID(s),NPL Citations,Legal Status
30,CN,C,CN 1182835 C,104-009-358-119-260,2005-01-05,2005,CN 00814056 A,2000-08-07,US 15048199 P,1999-08-24,Towlette product,本发明提供一种一次性小毛巾产品，其包含柔软的水不溶性衬底如棉纸，其浸渍有在化妆上可接受的载体媒介物中的α或β-羟基羧酸。浸渍过的化妆品组合物在水中具有的pH不高于6.8。硅氧烷微乳液的存在使粘性最小，该粘性是由羟基羧酸通过小毛巾在皮肤上沉积产生的。在含有脂肪酸基团的表面活性剂的存在下，硅氧烷微乳液控制了表面活性剂在低pH下通过水解散发出的恶臭气味。,UNILEVER NV,GOTT R E;;SLAVTCHEFF C S;;ZNADEN A P,,https://lens.org/104-009-358-119-260,Granted Patent,no,0,0,30,30,0,A61K8/0208;;A61K8/068;;A61K8/365;;A61K8/892;;A61Q19/00;;A61Q19/08;;D06M13/207;;A61P17/16;;A61K8/365;;A61Q19/08;;A61K8/068;;A61K8/0208;;A61Q19/00;;A61K8/892;;D06M13/207,A47K7/00;;A45D34/04;;A61K8/00;;A61K8/02;;A61K8/06;;A61K8/33;;A61K8/36;;A61K8/365;;A61K8/37;;A61K8/41;;A61K8/89;;A61K8/891;;A61K8/892;;A61K8/895;;A61L15/20;;A61Q19/00;;A61Q19/08;;A61Q19/10;;A61Q90/00;;D06M13/207,,0,0,,,,EXPIRED
31,CN,C,CN 1221208 C,101-908-715-752-460,2005-10-05,2005,CN 02806721 A,2002-01-11,US 26248601 P,2001-01-17,Cleansing wipe article and method of manufacture thereof,,UNILEVER PLC,SLAVTCHEFF C S;;GOTT R E;;ZNAIDEN A P,,https://lens.org/101-908-715-752-460,Granted Patent,no,0,0,22,22,0,A45D44/00;;A45D2200/1018;;A45D2200/1027;;A45D2200/1036;;A47K7/03;;A61K8/0208;;A61Q5/02;;A61Q5/12;;A61Q19/00;;A61Q19/10;;A47K7/03;;A61K8/0208;;A61Q5/02;;A45D2200/1027;;A61Q5/12;;A45D44/00;;A45D2200/1036;;A61Q19/10;;A45D2200/1018;;A47K7/03;;A61Q19/00,A45D44/00;;A47K7/03;;A61K8/02;;A61Q5/02;;A61Q5/12;;A61Q19/00;;A61Q19/10,,0,0,,,,EXPIRED
32,US,A1,US 2011/0141967 A1,117-680-912-958-276,2011-06-16,2011,US 63751109 A,2009-12-14,US 63751109 A,2009-12-14,METHODS AND APPARATUS RELATED TO SUBSTANTIALLY REAL-TIME DATA TRANSMISSION AND ANALYSIS FOR SENSORS,"In some embodiments, a system includes a mobile base station, multiple sensors, and multiple communication devices. Each sensor is configured to collect sensor data. Each communication device is coupled to at least one of the multiple sensors. Each communication device is coupled to an encryption engine configured to receive and encrypt data from at least one of the multiple sensors. Each communication device is configured to send the sensor data from the respective sensor to the mobile base station.",LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,LANE SEAN L;;WATSON ALEXANDER C;;GOTT STUART M,BATTLEFIELD TELECOMMUNICATIONS SYSTEMS LLC (2010-03-10),https://lens.org/117-680-912-958-276,Patent Application,yes,17,12,2,2,0,H04L67/12;;H04L67/12;;H04Q9/00;;H04Q9/00;;H04Q2209/40;;H04Q2209/40;;H04Q2209/50;;H04Q2209/50;;H04W12/033;;H04W12/033,H04W4/00;;G08B9/00,370/328;;340/286.02,0,0,,,,DISCONTINUED
33,US,A1,US 2015/0219208 A1,153-570-591-734-746,2015-08-06,2015,US 201414173184 A,2014-02-05,US 201414173184 A,2014-02-05,MANUAL PARK RELEASE ACTUATOR ASSEMBLY,"A manual park release assembly includes a housing defining an inner cavity and an opening in communication with the inner cavity. The manual park release assembly further includes a locking device at least partially disposed in the inner cavity. The locking device is movable relative to the housing between a locked position and an unlocked position. Further, the manual park release actuator assembly includes a manual park release actuator coupled to the locking device. The manual park release actuator is movable relative to the housing between a first position and a second position when the locking device is in the unlocked position. The manual park release actuator includes an actuator body sized to be at least partially received in the opening and a plurality of mechanical stops coupled to the actuator body.",GM GLOBAL TECH OPERATIONS INC,ALBERTSON TODD D;;GOTT RONALD C;;SCHUMANN DOUGLAS W,GM GLOBAL TECHNOLOGY OPERATIONS LLC (2014-01-21),https://lens.org/153-570-591-734-746,Patent Application,yes,2,4,6,6,0,F16H61/00;;F16H63/34;;F16H63/3408;;F16H63/3491;;Y10T74/20098;;Y10T74/20098;;F16H63/3491;;F16H59/10;;F16H61/22,F16H59/10;;F16H61/22,,1,0,,,"Waytek Wire, Mini Splash Proof Connectors, 10/27/2010, Stock No. 38684",ACTIVE
34,DE,A1,DE 102015101277 A1,075-464-973-030-043,2015-08-06,2015,DE 102015101277 A,2015-01-29,US 201414173184 A,2014-02-05,Aktuatoranordnung zum manuellen Lösen der Parkstellung,"Eine Anordnung zum manuellen Lösen der Parkstellung enthält ein Gehäuse, das einen inneren Hohlraum und eine Öffnung, die mit dem inneren Hohlraum in Verbindung steht, definiert. Die Anordnung zum manuellen Lösen der Parkstellung enthält ferner eine Verriegelungsvorrichtung, die wenigstens teilweise in dem inneren Hohlraum angeordnet ist. Die Verriegelungsvorrichtung ist zwischen einer verriegelten Position und einer entriegelten Position bezüglich des Gehäuses beweglich. Ferner enthält die Aktuatoranordnung zum manuellen Lösen der Parkstellung einen Aktuator zum manuellen Lösen der Parkstellung, der an die Verriegelungsvorrichtung gekoppelt ist. Der Aktuator zum manuellen Lösen der Parkstellung ist zwischen einer ersten Position und einer zweiten Position bezüglich des Gehäuses beweglich, wenn sich die Verriegelungsvorrichtung in der entriegelten Position befindet. Der Aktuator zum manuellen Lösen der Parkstellung enthält einen Aktuatorkörper, der dimensioniert ist, um wenigstens teilweise in die Öffnung aufgenommen zu werden, und mehrere mechanische Anschläge, die an den Aktuatorkörper gekoppelt sind.",GM GLOBAL TECH OPERATIONS INC,ALBERTSON TODD D;;GOTT RONALD C;;SCHUMANN DOUGLAS W,,https://lens.org/075-464-973-030-043,Patent Application,no,0,0,6,6,0,F16H61/00;;F16H63/34;;F16H63/3408;;F16H63/3491;;Y10T74/20098;;Y10T74/20098;;F16H63/3491;;F16H59/10;;F16H61/22,F16H63/38,,0,0,,,,ACTIVE
35,CN,A,CN 1436070 A,116-574-673-594-579,2003-08-13,2003,CN 01811210 A,2001-04-04,US 19748000 P,2000-04-17,Substantially dry cleansing product of improved latherability and wet flexibility,,UNILEVER NV,GOTT R E;;MACEDO F A;;SLAVTCHEFF C S,,https://lens.org/116-574-673-594-579,Patent Application,no,0,2,28,28,0,A61K8/0208;;A61Q19/10;;Y10T442/2525;;A61K8/02;;A61Q19/10;;Y10T442/2525;;A61Q19/10;;A61K8/0208,A45D33/38;;A61K8/00;;A61K8/02;;A61K8/34;;A61K8/36;;A61K8/37;;A61K8/44;;A61K8/89;;A61K8/92;;A61Q5/02;;A61Q19/10;;A61Q90/00;;C11D1/10;;C11D1/90;;C11D17/04,,0,0,,,,DISCONTINUED
36,CN,A,CN 1498089 A,189-120-945-935-325,2004-05-19,2004,CN 02806721 A,2002-01-11,US 26248601 P,2001-01-17,Cleansing wipe article and method of manufacture thereof,本发明叙述了一次性的基本上干燥的能起泡沫的产品，其中包括不溶于水的基片，例如挠性的网状物，该基片具有第一和第二个主要表面，在第一个主要表面上，具有许多有间距的隆起，大量能起泡沫的组合物，附着在第二个表面上，少量能起泡沫的组合物，附着在第一个表面上。本发明还叙述了生产这种产品的方法，该方法采用与导辊并列的隆起，使导辊的表面和基片的第一个表面之间保持一定距离。起泡沫的组合物附着在第二个表面上，通过基片中孔隙的泄漏，使一小部分涂覆的组合物附着在基片的第一个表面上。,UNILEVER PLC,SLAVTCHEFF C S;;GOTT R E;;ZNAIDEN A P,,https://lens.org/189-120-945-935-325,Patent Application,no,0,2,22,22,0,A45D44/00;;A45D2200/1018;;A45D2200/1027;;A45D2200/1036;;A47K7/03;;A61K8/0208;;A61Q5/02;;A61Q5/12;;A61Q19/00;;A61Q19/10;;A47K7/03;;A61K8/0208;;A61Q5/02;;A45D2200/1027;;A61Q5/12;;A45D44/00;;A45D2200/1036;;A61Q19/10;;A45D2200/1018;;A47K7/03;;A61Q19/00,A45D44/00;;A47K7/03;;A61K8/02;;A61Q5/02;;A61Q5/12;;A61Q19/00;;A61Q19/10,,0,0,,,,EXPIRED
37,CN,A,CN 1378442 A,115-115-087-780-724,2002-11-06,2002,CN 00814056 A,2000-08-07,US 15048199 P,1999-08-24,Towlette product,,UNILEVER NV,GOTT R E;;SLAVTCHEFF C S;;ZNADEN A P,,https://lens.org/115-115-087-780-724,Patent Application,no,0,2,30,30,0,A61K8/0208;;A61K8/068;;A61K8/365;;A61K8/892;;A61Q19/00;;A61Q19/08;;D06M13/207;;A61P17/16;;A61K8/365;;A61Q19/08;;A61K8/068;;A61K8/0208;;A61Q19/00;;A61K8/892;;D06M13/207,A47K7/00;;A45D34/04;;A61K8/00;;A61K8/02;;A61K8/06;;A61K8/33;;A61K8/36;;A61K8/365;;A61K8/37;;A61K8/41;;A61K8/89;;A61K8/891;;A61K8/892;;A61K8/895;;A61L15/20;;A61Q19/00;;A61Q19/08;;A61Q19/10;;A61Q90/00;;D06M13/207,,0,0,,,,EXPIRED
38,ES,T3,ES 2250659 T3,187-637-448-911-33X,2006-04-16,2006,ES 02740558 T,2002-05-02,US 29079101 P,2001-05-14,ARTICULO DE LIMPIEZA HUMEDO.,"Un producto de limpieza húmedo que comprende: (i) un sustrato insoluble en agua; y (ii) una composición de limpieza impregnada en el sustrato que comprende: (a) al menos un tensioactivo presente en una cantidad desde 0, 5 hasta 60% en peso de la composición impregnada; (b) agua; y en el que el agua está presente en más del 15% y hasta el 35% en peso del producto y desde 0, 1 hasta 60% de un agente ligante de agua.",UNILEVER NV,LEE JAE;;GOTT R E;;SLAVTCHEFF C S;;CHENEY M,,https://lens.org/187-637-448-911-33X,Granted Patent,no,0,0,20,23,0,A47K2010/3266;;A61K8/0208;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/345;;A61K8/39;;A61K8/463;;A61K8/466;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;A61K8/46;;A61Q19/10,A61K8/00;;A47K10/32;;A61K8/02;;A61K8/19;;A61K8/20;;A61K8/25;;A61K8/34;;A61K8/39;;A61K8/46;;A61K8/60;;A61K8/73;;A61K8/86;;A61Q19/10;;C11D1/00;;C11D3/20;;C11D17/04,,0,0,,,,EXPIRED
39,DE,D1,DE 60219303 D1,036-607-375-843-707,2007-05-16,2007,DE 60219303 T,2002-05-06,US 29446101 P;;US 2245701 A;;EP 0205092 W,2001-05-30,VERFAHREN ZUR ERFOLGSKONTROLLE EINES KOSMETISCHEN HAUTPFLEGMITTELS,,UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,,https://lens.org/036-607-375-843-707,Granted Patent,no,0,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A61B5/103;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
40,DE,T2,DE 60219303 T2,064-137-439-457-277,2007-08-30,2007,DE 60219303 T,2002-05-06,US 29446101 P;;US 2245701 A;;EP 0205092 W,2001-05-30,Verfahren zur Erfolgskontrolle eines kosmetischen Hauptpflegemittels,,UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,,https://lens.org/064-137-439-457-277,Granted Patent,no,0,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A61B5/103;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
41,EP,A1,EP 1392165 A1,001-611-657-923-627,2004-03-03,2004,EP 02732705 A,2002-05-06,EP 0205093 W;;US 29446101 P,2001-05-30,Method for evaluating efficacy of an anti-aging cosmetic product,,UNILEVER PLC;;UNILEVER NV,TELESCA J;;MURRAY L A;;GOTT R E;;SLAVTCHEFF C S,UNILEVER PLC (2004-11-03);;UNILEVER N.V. (2004-11-03),https://lens.org/001-611-657-923-627,Patent Application,yes,0,0,20,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B5/442;;A61B10/0064;;A61K8/0208;;A61K49/0006;;A61Q19/00;;A61Q19/08;;A61B5/103;;A61Q19/08;;A45D44/22;;A61K49/0006;;A61B5/441;;A45D33/38;;A61K8/0208;;A61B5/442;;A45D34/00;;A45D2044/007;;A61Q19/00;;A61B10/0064,G01N33/50;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/00;;A61B5/103;;A61B10/00;;A61K8/02;;A61K49/00;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
42,EP,B1,EP 1392165 B1,111-874-339-884-637,2008-05-21,2008,EP 02732705 A,2002-05-06,EP 0205093 W;;US 29446101 P,2001-05-30,Method for evaluating efficacy of an anti-aging cosmetic product,,UNILEVER PLC;;UNILEVER NV,TELESCA J;;MURRAY L A;;GOTT R E;;SLAVTCHEFF C S,UNILEVER PLC (2004-11-03);;UNILEVER N.V. (2004-11-03),https://lens.org/111-874-339-884-637,Granted Patent,yes,2,0,20,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B5/442;;A61B10/0064;;A61K8/0208;;A61K49/0006;;A61Q19/00;;A61Q19/08;;A61B5/103;;A61Q19/08;;A45D44/22;;A61K49/0006;;A61B5/441;;A45D33/38;;A61K8/0208;;A61B5/442;;A45D34/00;;A45D2044/007;;A61Q19/00;;A61B10/0064,A61B5/103;;G01N33/50;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/00;;A61B10/00;;A61K8/02;;A61K49/00;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
43,ES,T3,ES 2283565 T3,107-152-246-917-621,2007-11-01,2007,ES 02738046 T,2002-05-06,US 29446101 P;;US 2245701 A,2001-05-30,PROCEDIMIENTO PARA EVALUAR LA EFICACIA DE UN PRODUCTO COSMETICO.,"Un procedimiento para evaluar la eficacia de un producto cosmético antienvejecimiento, comprendiendo el procedimiento: (A) proporcionar un kit que comprende, (i) una cinta de prueba (2) que comprende un sustrato de soporte provisto de un adhesivo en una superficie del mismo, teniendo el adhesivo suficiente pegajosidad para mantener una huella de líneas y arrugas finas después de la retirada de la cinta de la piel; y (ii) un dispositivo de fijación para mantener la huella durante un tiempo más prolongado de lo que ocurriría sin el dispositivo de fijación; (B) aplicar el producto cosmético a la piel; (C) colocar la superficie adhesiva de la cinta de prueba sobre la piel tratada con el producto cosmético en la etapa (B); (D) retirar la cinta de prueba y ponerla en contacto con el dispositivo de fijación; y (E) repetir las etapas (C) y (D) en un momento futuro con una segunda cinta de prueba (21) seguido de la comparación de los patrones resultantes de las aplicaciones a la piel de las cintas de prueba primera y segunda.",UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,,https://lens.org/107-152-246-917-621,Granted Patent,no,0,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A61B5/103;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
44,EP,A2,EP 1274394 A2,113-703-449-894-162,2003-01-15,2003,EP 01936186 A,2001-04-04,EP 0103836 W;;US 19748000 P,2000-04-17,SUBSTANTIALLY DRY CLEANSING PRODUCT OF IMPROVED LATHERABILITY AND WET FLEXIBILITY,,UNILEVER NV,GOTT ROBERT E;;MACEDO F A;;SLAVTCHEFF C;;LUNSMANN W J,UNILEVER PLC (2006-07-19);;UNILEVER N.V. (2006-07-19),https://lens.org/113-703-449-894-162,Patent Application,yes,0,0,28,28,0,A61K8/0208;;A61Q19/10;;Y10T442/2525;;A61K8/02;;A61Q19/10;;Y10T442/2525;;A61Q19/10;;A61K8/0208,A61K8/00;;A61K8/02;;A61K8/34;;A45D33/38;;A61K8/36;;A61K8/37;;A61K8/44;;A61K8/89;;A61K8/92;;A61Q5/02;;A61Q19/10;;A61Q90/00;;C11D1/10;;C11D1/90;;C11D17/04,,0,0,,,,DISCONTINUED
45,AT,T1,AT E358441 T1,040-960-672-091-136,2007-04-15,2007,AT 02738046 T,2002-05-06,US 29446101 P;;US 2245701 A,2001-05-30,VERFAHREN ZUR ERFOLGSKONTROLLE EINES KOSMETISCHEN HAUTPFLEGMITTELS,,UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,,https://lens.org/040-960-672-091-136,Granted Patent,no,0,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/103;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
46,AT,T1,AT E395867 T1,099-646-403-811-911,2008-06-15,2008,AT 02732705 T,2002-05-06,US 29446101 P,2001-05-30,VERFAHREN FÜR DIE BEWERTUNG DER WIRKSAMKEIT EINES ANTI-AGING KOSMETISCHEN PRODUKTES,,UNILEVER NV,TELESCA J;;MURRAY L A;;GOTT R E;;SLAVTCHEFF C S,,https://lens.org/099-646-403-811-911,Granted Patent,no,0,0,20,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B5/442;;A61B10/0064;;A61K8/0208;;A61K49/0006;;A61Q19/00;;A61Q19/08;;A61B5/103;;A61Q19/08;;A45D44/22;;A61K49/0006;;A61B5/441;;A45D33/38;;A61K8/0208;;A61B5/442;;A45D34/00;;A45D2044/007;;A61Q19/00;;A61B10/0064,G01N33/50;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/00;;A61B5/103;;A61B10/00;;A61K8/02;;A61K49/00;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
47,ES,T3,ES 2305243 T3,021-110-622-611-770,2008-11-01,2008,ES 02732705 T,2002-05-06,US 29446101 P,2001-05-30,PROCEDIMIENTO PARA EVALUAR LA EFICACION DE UN PRODUCTO COSMETICO ANTI-ENVEJECIMIENTO.,"Un procedimiento para evaluar la eficacia de un producto cosmético anti-envejecimiento, procedimiento que comprende: (A) proporcionar un estuche que comprende: (i) una tira transparente (2) provista con un adhesivo en una superficie de la misma, teniendo el adhesivo una adherencia suficiente para mantener una marca de líneas finas y arrugas después de retirar la tira de la piel; y (ii) un sustrato (8) formador de imágenes con al menos una zona oscurecida para recibir la tira transparente; (B) aplicar el producto cosmético a la piel; (C) colocar la superficie adhesiva de la tira contra la piel tratada con el producto cosmético en la etapa (B); (D) retirar la tira y colocarla contra una al menos de las zonas oscurecidas del sustrato formador de imágenes; y (E) repetir las etapas (C) y (D) en un tiempo futuro, y hacer seguidamente una comparación de los modelos resultantes de las primera y segunda aplicaciones de la tira a la piel.",UNILEVER NV,TELESCA J;;MURRAY L A;;GOTT R E;;SLAVTCHEFF C S,,https://lens.org/021-110-622-611-770,Granted Patent,no,0,0,20,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B5/442;;A61B10/0064;;A61K8/0208;;A61K49/0006;;A61Q19/00;;A61Q19/08;;A61B5/103;;A61Q19/08;;A45D44/22;;A61K49/0006;;A61B5/441;;A45D33/38;;A61K8/0208;;A61B5/442;;A45D34/00;;A45D2044/007;;A61Q19/00;;A61B10/0064,A61B5/103;;G01N33/50;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/00;;A61B10/00;;A61K8/02;;A61K49/00;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
48,EP,A1,EP 1389951 A1,095-348-554-538-456,2004-02-25,2004,EP 02738046 A,2002-05-06,EP 0205092 W;;US 29446101 P;;US 2245701 A,2001-05-30,METHOF FOR EVALUATING THE EFFICACY OF A COSMETIC PRODUT,,UNILEVER PLC;;UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,"UNILEVER PLC (2007-03-07);;UNILEVER N.V. (2007-03-07);;HUME, SHAUN (2004-10-27)",https://lens.org/095-348-554-538-456,Patent Application,yes,0,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/103;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
49,DE,D1,DE 60226726 D1,089-565-308-444-124,2008-07-03,2008,DE 60226726 T,2002-05-06,US 29446101 P;;EP 0205093 W,2001-05-30,Verfahren für die Bewertung der Wirksamkeit eines anti-aging kosmetischen Produktes,,UNILEVER NV,TELESCA J;;MURRAY L A;;GOTT R E;;SLAVTCHEFF C S,,https://lens.org/089-565-308-444-124,Granted Patent,no,0,0,20,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B5/442;;A61B10/0064;;A61K8/0208;;A61K49/0006;;A61Q19/00;;A61Q19/08;;A61B5/103;;A61Q19/08;;A45D44/22;;A61K49/0006;;A61B5/441;;A45D33/38;;A61K8/0208;;A61B5/442;;A45D34/00;;A45D2044/007;;A61Q19/00;;A61B10/0064,A61B5/103;;G01N33/50;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/00;;A61B10/00;;A61K8/02;;A61K49/00;;A61Q19/00;;A61Q19/08,,0,0,,,,EXPIRED
50,EP,B8,EP 1389951 B8,100-650-798-362-430,2007-10-10,2007,EP 02738046 A,2002-05-06,EP 0205092 W;;US 29446101 P;;US 2245701 A,2001-05-30,METHOD FOR EVALUATING THE EFFICACY OF A COSMETIC PRODUT,,UNILEVER PLC;;UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,"UNILEVER PLC (2007-03-07);;UNILEVER N.V. (2007-03-07);;HUME, SHAUN (2004-10-27)",https://lens.org/100-650-798-362-430,Amended Patent,yes,6,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A61B5/103;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
51,EP,B1,EP 1389951 B1,177-516-925-575-209,2007-04-04,2007,EP 02738046 A,2002-05-06,EP 0205092 W;;US 29446101 P;;US 2245701 A,2001-05-30,METHOD FOR EVALUATING THE EFFICACY OF A COSMETIC PRODUCT,,UNILEVER PLC;;UNILEVER NV,SLAVTCHEFF C S;;MURRAY L A;;TELESCA J;;GOTT R E,"UNILEVER PLC (2007-03-07);;UNILEVER N.V. (2007-03-07);;HUME, SHAUN (2004-10-27)",https://lens.org/177-516-925-575-209,Granted Patent,yes,6,0,22,42,0,A45D33/38;;A45D34/00;;A45D44/22;;A45D2044/007;;A61B5/441;;A61B10/0064;;A61K8/0208;;A61Q19/00;;A61Q19/02;;A61Q19/08;;A61B5/442;;A61K49/0006;;A61B5/103;;A61Q19/08;;A45D2044/007;;A61Q19/00;;A61B5/441;;A45D33/38;;A61B10/0064;;A61K8/0208;;A45D44/22;;A45D34/00;;A61Q19/02;;A61B5/442;;A61K49/0006,A61B5/00;;A61B5/103;;A45D33/38;;A45D34/00;;A45D44/00;;A45D44/22;;A61B5/107;;A61B10/00;;A61K8/00;;A61K8/02;;A61Q19/00;;A61Q19/02;;A61Q19/08,,0,0,,,,EXPIRED
52,EP,B1,EP 1351596 B1,143-709-157-452-595,2010-04-14,2010,EP 02706706 A,2002-01-11,EP 0200326 W;;US 26248601 P,2001-01-17,CLEANSING WIPE ARTICLE AND METHOD OF MANUFACTURE,,UNILEVER PLC;;UNILEVER NV,SLAVTCHEFF C S;;GOTT R E;;ZNAIDEN A P;;MACEDO F A,"UNILEVER PLC (2009-01-14);;UNILEVER GLOBAL IP LIMITED, WIRRAL, GB (2021-08-24);;UNILEVER N.V. (2009-01-14);;UNILEVER IP HOLDINGS B.V. (2021-12-28)",https://lens.org/143-709-157-452-595,Granted Patent,yes,3,0,22,22,0,A45D44/00;;A45D2200/1018;;A45D2200/1027;;A45D2200/1036;;A47K7/03;;A61K8/0208;;A61Q5/02;;A61Q5/12;;A61Q19/00;;A61Q19/10;;A47K7/03;;A61K8/0208;;A61Q5/02;;A45D2200/1027;;A61Q5/12;;A45D44/00;;A45D2200/1036;;A61Q19/10;;A45D2200/1018;;A47K7/03;;A61Q19/00,A47K7/03;;A45D44/00;;A61K8/02;;A61Q5/02;;A61Q5/12;;A61Q19/00;;A61Q19/10,,0,0,,,,EXPIRED
